time,latitude,longitude,mag,id,updated,place,type,geom,state
2014-12-07 22:27:54.55-05,13.7939,-91.3917,4.1,usc000t8cg,2014-12-28 19:11:52.36-05,"46km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000F775E09C11D956C0BC96900F7A962B40,
2014-12-07 22:23:12.01-05,13.6276,-91.5033,4.7,usc000t4gm,2014-12-28 19:04:58.196-05,"67km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000EA04341136E056C06FF085C954412B40,
2014-12-07 22:13:08.3-05,35.8197,-97.4393,3.6,usc000t4gi,2015-01-20 19:43:20.267-05,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD1000008048BF7D1D5C58C0FE43FAEDEBE84140,Oklahoma
2014-12-07 21:49:27.53-05,13.4714,-91.6498,4,usc000t4gh,2014-12-28 18:43:04.641-05,"89km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000363CBD5296E956C036AB3E575BF12A40,
2014-12-07 21:16:35.74-05,13.6744,-91.4617,6.1,usc000t4gc,2015-01-27 17:34:15.959-05,"60km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000000B24287E8CDD56C045D8F0F44A592B40,
2014-12-07 20:57:22.5-05,34.1752,-96.7559,3,usc000t4g8,2015-01-11 17:23:51.254-05,"9km N of Madill, Oklahoma",earthquake,0101000020AD100000F8C264AA603058C02D211FF46C164140,Oklahoma
2014-12-07 19:40:59.82-05,13.6123,-91.5044,4.5,usc000t4g0,2015-01-11 14:05:08.157-05,"68km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000008E06F01648E056C07DAEB6627F392B40,
2014-12-07 16:05:04.59-05,13.7246,-91.4473,4.4,usc000t4fb,2015-01-13 10:54:54.671-05,"54km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000000DE02D90A0DC56C0FB5C6DC5FE722B40,
2014-12-07 15:35:44.98-05,13.8464,-60.3161,5,usc000t4f6,2015-02-24 09:54:33.356-05,"62km E of Dennery, Saint Lucia",earthquake,0101000020AD100000FF21FDF675284EC036AB3E575BB12B40,
2014-12-07 14:09:22.58-05,13.7777,-91.498,4.5,usc000t4ew,2015-01-12 15:57:02.513-05,"51km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000001C5A643BDFDF56C0CA32C4B12E8E2B40,
2014-12-07 13:51:23.1-05,13.7257,-91.519,4.2,usc000t8ds,2015-01-12 15:15:19.539-05,"57km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000EFA7C64B37E156C0166A4DF38E732B40,
2014-12-07 12:59:05.8-05,36.0031667,-117.9105,3.09,ci37067415,2014-12-30 06:56:51.94-05,"6km SE of Coso Junction, California",earthquake,0101000020AD10000083C0CAA1457A5DC0D77734C467004240,California
2014-12-07 12:11:31.22-05,13.7465,-91.3822,5.9,usc000t4ep,2015-02-24 03:36:06.764-05,"50km S of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000FF21FDF675D856C091ED7C3F357E2B40,
2014-12-07 11:08:41-05,60.1212,-153.1126,3.3,ak11458683,2014-12-30 04:05:55.023-05,"45km SSW of Redoubt Volcano, Alaska",earthquake,0101000020AD100000F2B0506B9A2363C03A234A7B830F4E40,Alaska
2014-12-07 02:42:44.5-05,18.781,-68.2873,3.4,pr14341000,2015-01-14 00:28:35.89-05,"25km NNE of Punta Cana, Dominican Republic",earthquake,0101000020AD10000003098A1F631251C00E2DB29DEFC73240,
2014-12-07 00:12:34-05,60.8367,-152.379,3.4,ak11458422,2015-01-09 23:18:17.418-05,"43km NNE of Redoubt Volcano, Alaska",earthquake,0101000020AD100000E3A59BC4200C63C0174850FC186B4E40,Alaska
2014-12-06 17:21:49.02-05,7.9824,-82.7339,6,usc000t49v,2015-01-28 17:25:15.624-05,"15km ESE of Punta de Burica, Panama",earthquake,0101000020AD10000034A2B437F8AE54C0925CFE43FAED1F40,
2014-12-06 17:06:59.39-05,13.5156,-88.3152,4.4,usc000t891,2015-01-21 10:53:10.793-05,"4km ENE of Chinameca, El Salvador",earthquake,0101000020AD100000C0EC9E3C2C1456C09CA223B9FC072B40,
2014-12-06 16:46:17.5-05,19.0265,-66.7561,3.2,pr14340001,2015-01-11 12:35:23.459-05,"60km N of Hatillo, Puerto Rico",earthquake,0101000020AD1000005C2041F163B050C0105839B4C8063340,
2014-12-06 15:06:02.69-05,37.379,-118.5208333,3.32,nc72361051,2015-01-28 21:29:43.574-05,"6km WNW of West Bishop, California",earthquake,0101000020AD100000BC8A315555A15DC08D976E1283B04240,California
2014-12-06 14:24:59.59-05,14.6258,-92.612,4.4,usc000t88l,2015-01-23 16:27:39.549-05,"23km WSW of Puerto Madero, Mexico",earthquake,0101000020AD100000BB490C022B2757C071AC8BDB68402D40,
2014-12-06 12:23:19.5-05,34.8203333,-116.4153333,3.46,ci37066951,2015-01-14 07:43:11.522-05,"56km E of Barstow, California",earthquake,0101000020AD100000241C1FD2941A5DC0EEA87BAE00694140,California
2014-12-06 07:04:22.1-05,36.7612,-98.0514,3.2,usc000t48b,2015-01-02 04:35:24.485-05,"27km E of Cherokee, Oklahoma",earthquake,0101000020AD100000ECC039234A8358C08CDB68006F614240,Oklahoma
2014-12-06 03:56:53-05,60.7024,-151.9829,3.4,ak11457720,2015-01-11 00:50:15.169-05,"37km W of Nikiski, Alaska",earthquake,0101000020AD100000A167B3EA73FF62C0EE5A423EE8594E40,
2014-12-06 02:19:31-05,56.979,-154.7521,3.1,ak11457632,2015-01-11 00:11:36.694-05,"77km SW of Larsen Bay, Alaska",earthquake,0101000020AD1000004BEA0434115863C05A643BDF4F7D4C40,
2014-12-06 02:16:33-05,59.591,-153.0541,3.3,ak11457622,2015-01-11 00:02:21.749-05,"71km WSW of Anchor Point, Alaska",earthquake,0101000020AD100000D656EC2FBB2163C0CFF753E3A5CB4D40,
2014-12-06 02:16:07.36-05,36.7941667,-121.5168333,3.92,nc72360741,2015-01-30 14:05:14.073-05,"6km SSE of San Juan Bautista, California",earthquake,0101000020AD100000F53EFACB13615EC03F092241A7654240,California
2014-12-05 20:44:15-05,61.7264,-147.5349,3.2,ak11457359,2015-01-14 17:51:14.613-05,"69km E of Sutton-Alpine, Alaska",earthquake,0101000020AD1000002CD49AE61D7162C03EE8D9ACFADC4E40,Alaska
2014-12-05 16:22:07-05,55.1777,-162.2997,3,usc000t43y,2015-01-11 11:20:08.602-05,"26km E of Cold Bay, Alaska",earthquake,0101000020AD1000008F537424974964C0E63FA4DFBE964B40,Alaska
2014-12-05 14:30:24.56-05,13.4651,-90.9316,4.1,usc000tejh,2015-01-23 16:33:12.557-05,"52km SSW of Puerto San Jose, Guatemala",earthquake,0101000020AD100000083D9B559FBB56C03CBD529621EE2A40,
2014-12-05 13:48:24-05,57.2239,-157.4616,3.2,ak11456837,2015-01-11 10:29:20.744-05,"134km NE of Chignik Lake, Alaska",earthquake,0101000020AD100000ADFA5C6DC5AE63C086C954C1A89C4C40,Alaska
2014-12-05 11:30:13-05,61.8069,-150.8181,3.4,ak11456687,2015-01-15 08:58:05.529-05,"41km W of Willow, Alaska",earthquake,0101000020AD100000711B0DE02DDA62C03A92CB7F48E74E40,Alaska
2014-12-05 10:17:42.79-05,13.4504,-90.9098,4.8,usc000t3z6,2015-01-28 02:30:29.961-05,"53km S of Puerto San Jose, Guatemala",earthquake,0101000020AD100000A779C7293ABA56C09F3C2CD49AE62A40,
2014-12-05 09:24:11.07-05,17.3718,-92.5573,4,usc000t7uq,2015-01-22 10:34:39.132-05,"8km WSW of Tila, Mexico",earthquake,0101000020AD100000E4839ECDAA2357C01EA7E8482E5F3140,
2014-12-05 08:34:17-05,54.0061,-163.4888,3.2,usc000t5dv,2014-12-28 07:42:42.201-05,"94km S of False Pass, Alaska",earthquake,0101000020AD1000001DC9E53FA46F64C0B84082E2C7004B40,
2014-12-05 06:06:23.8-05,18.7569,-64.7425,3.4,pr14339001,2014-12-28 03:25:29.847-05,"39km NNW of Road Town, British Virgin Islands",earthquake,0101000020AD100000EC51B81E852F50C0A857CA32C4C13240,
2014-12-05 03:54:22.5-05,36.023,-97.0946,3.7,usc000t3wu,2015-01-20 17:39:21.462-05,"7km NW of Perkins, Oklahoma",earthquake,0101000020AD100000E78C28ED0D4658C06DE7FBA9F1024240,Oklahoma
2014-12-05 02:15:48.6-05,18.4841,-66.0595,3,pr14339000,2015-01-08 23:15:01.56-05,"5km ENE of San Juan, Puerto Rico",earthquake,0101000020AD1000002B8716D9CE8350C05DFE43FAED7B3240,
2014-12-05 00:36:42.32-05,22.8483,-108.9066,4.1,usc000t3wc,2014-12-23 00:32:24.997-05,"84km ESE of San Jose del Cabo, Mexico",earthquake,0101000020AD1000006EA301BC053A5BC0613255302AD93640,
2014-12-04 23:29:58.8-05,35.8999,-97.2543,3.1,usc000t3w0,2014-12-22 23:29:53.905-05,"5km S of Langston, Oklahoma",earthquake,0101000020AD100000DCD78173465058C0D0D556EC2FF34140,Oklahoma
2014-12-04 19:28:54.8-05,15.18,-93.345,4.3,usc000t7pi,2015-01-13 16:24:09.361-05,"55km WSW of Mapastepec, Mexico",earthquake,0101000020AD100000AE47E17A145657C05C8FC2F5285C2E40,
2014-12-04 19:28:37.75-05,37.1075,-121.8128333,3.19,nc72360116,2015-01-28 08:37:23.632-05,"9km NNE of Day Valley, California",earthquake,0101000020AD1000006126F67505745EC0F6285C8FC28D4240,California
2014-12-04 18:04:17.8-05,36.758,-97.5781,3.5,usc000t3sn,2015-01-13 16:09:40.114-05,"14km ESE of Medford, Oklahoma",earthquake,0101000020AD10000054742497FF6458C01B2FDD2406614240,Oklahoma
2014-12-04 16:53:21.19-05,33.9631667,-116.6346667,3.56,ci37066415,2015-01-28 05:56:33.372-05,"10km SSW of Morongo Valley, California",earthquake,0101000020AD1000000F1714619E285DC0528CE20B49FB4040,California
2014-12-04 13:09:06.42-05,40.388,-125.3838333,4.29,nc72359931,2015-01-23 16:34:42.608-05,"97km WSW of Ferndale, California",earthquake,0101000020AD10000068A78BB990585FC08C6CE7FBA9314440,
2014-12-04 11:59:43.699-05,41.8437,-119.6168,3.1,nn00470576,2015-01-16 05:51:26.119-05,"71km ESE of Lakeview, Oregon",earthquake,0101000020AD1000000F0BB5A679E75DC04ED1915CFEEB4440,Nevada
2014-12-04 11:34:52.3-05,36.2871,-97.4335,3,usc000t3ps,2015-01-16 05:31:53.78-05,"13km W of Perry, Oklahoma",earthquake,0101000020AD10000039B4C876BE5B58C03F575BB1BF244240,Oklahoma
2014-12-04 10:50:15-05,53.3977,-165.4107,3,usc000t5qt,2015-01-14 01:50:43.849-05,"85km SSE of Akutan, Alaska",earthquake,0101000020AD100000F38E537424AD64C042CF66D5E7B24A40,
2014-12-04 09:47:43.41-05,37.2012,-98.007,3.1,usc000t3p8,2015-01-16 05:03:40.51-05,"5km NNE of Anthony, Kansas",earthquake,0101000020AD1000009CC420B0728058C044FAEDEBC0994240,Kansas
2014-12-04 08:38:29.4-05,36.4207,-97.2902,3,usc000t3nv,2015-01-09 04:14:43.487-05,"14km N of Perry, Oklahoma",earthquake,0101000020AD100000265305A3925258C0AEB6627FD9354240,Oklahoma
2014-12-04 07:37:33.02-05,37.9735,-118.6686667,3.13,nc72359811,2015-01-09 04:44:14.177-05,"44km NE of Mammoth Lakes, California",earthquake,0101000020AD100000281B6A6FCBAA5DC0F853E3A59BFC4240,California
2014-12-04 06:39:43.3-05,35.8197,-97.4383,3.2,usc000t3ne,2015-01-14 04:23:38.173-05,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD1000008E75711B0D5C58C0FE43FAEDEBE84140,Oklahoma
2014-12-04 05:24:52.216-05,41.8798,-119.6357,4.16,nn00470521,2015-01-14 03:11:54.635-05,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000004D840D4FAFE85DC0AA8251499DF04440,Nevada
2014-12-03 17:24:44.65-05,19.6904,-109.0313,4.4,usb000t2hy,2015-01-13 13:55:27.563-05,"228km ENE of Socorro Island, Mexico",earthquake,0101000020AD1000005917B7D100425BC08D28ED0DBEB03340,
2014-12-03 15:43:09.2-05,19.2327,-66.277,3,pr14337006,2014-12-17 23:51:29.31-05,"85km N of Dorado, Puerto Rico",earthquake,0101000020AD1000007D3F355EBA9150C07AC7293A923B3340,
2014-12-03 13:33:33.6-05,36.5021,-99.0279,3.7,usb000t2ex,2015-01-14 15:55:10.868-05,"17km ENE of Mooreland, Oklahoma",earthquake,0101000020AD100000BDE3141DC9C158C02AA913D044404240,Oklahoma
2014-12-03 07:40:54.8-05,19.1511,-64.5248,3.3,pr14337001,2015-01-13 07:55:48.178-05,"81km N of Road Town, British Virgin Islands",earthquake,0101000020AD100000363CBD52962150C0F46C567DAE263340,
2014-12-03 07:33:54-05,55.1478,-161.127,3.3,usc000t4p3,2015-01-13 07:52:16.131-05,"45km WSW of Sand Point, Alaska",earthquake,0101000020AD100000F2D24D62102464C0A52C431CEB924B40,
2014-12-03 05:47:08.6-05,17.534,-92.476,4.5,usb000t2dz,2015-01-16 04:30:22.951-05,"14km N of Tila, Mexico",earthquake,0101000020AD1000005839B4C8761E57C063105839B4883140,
2014-12-03 04:05:56.1-05,15.982,-98.432,4.2,usc000tdt3,2015-01-11 17:20:33.72-05,"53km S of Cuajinicuilapa, Mexico",earthquake,0101000020AD100000CFF753E3A59B58C0115839B4C8F62F40,
2014-12-03 03:28:08-05,55.9528,-156.4657,3.5,ak11455374,2014-12-23 18:26:35.794-05,"54km WNW of Chirikof Island, Alaska",earthquake,0101000020AD100000E9B7AF03E78E63C07DD0B359F5F94B40,
2014-12-03 03:13:54.113-05,41.8745,-119.6287,3,nn00470343,2014-12-23 18:04:47.35-05,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000B1BFEC9E3CE85DC00E2DB29DEFEF4440,Nevada
2014-12-03 02:19:58.7-05,19.2203,-64.8533,3,pr14337000,2014-12-17 22:54:09.141-05,"92km NNW of Road Town, British Virgin Islands",earthquake,0101000020AD100000516B9A779C3650C00E4FAF9465383340,
1992-07-01 20:46:17.81-04,34.275,-116.73,4.2,usp0005a2s,2014-11-06 19:50:59.017-05,Southern California,earthquake,0101000020AD1000001F85EB51B82E5DC03333333333234140,California
2014-12-03 02:10:50.76-05,19.5686,-70.7312,3.6,usb000t2cz,2015-01-11 19:38:15.463-05,"3km NNE of Palmar Arriba, Dominican Republic",earthquake,0101000020AD10000074B515FBCBAE51C06F8104C58F913340,
2014-12-02 21:57:20.31-05,37.1054,-104.9393,3,usb000t2bn,2015-01-03 19:29:27.257-05,"39km W of Trinidad, Colorado",earthquake,0101000020AD1000008048BF7D1D3C5AC0CC7F48BF7D8D4240,Colorado
2014-12-02 20:10:48-05,63.5401,-150.9298,3.4,ak11455112,2015-01-10 16:55:37.863-05,"100km W of Cantwell, Alaska",earthquake,0101000020AD10000044FAEDEBC0DD62C0E9482EFF21C54F40,Alaska
2014-12-02 18:47:27-05,55.5781,-161.4929,3.1,usc000t4yr,2015-01-10 16:26:16.4-05,"68km WNW of Sand Point, Alaska",earthquake,0101000020AD100000598638D6C52F64C0A7E8482EFFC94B40,
2014-12-02 16:25:53.5-05,36.1767,-97.2641,3,usb000t29e,2015-01-11 10:32:58.718-05,"12km S of Perry, Oklahoma",earthquake,0101000020AD100000E9B7AF03E75058C0029A081B9E164240,Oklahoma
2014-12-02 13:51:11.61-05,22.0892,-108.3915,4.3,usb000t260,2015-01-08 11:28:51.013-05,"171km SE of San Jose del Cabo, Mexico",earthquake,0101000020AD100000931804560E195BC09FCDAACFD5163640,
2014-12-02 12:40:13.52-05,37.2621,-97.6335,3,usb000t25v,2015-02-20 01:25:55.168-05,"14km S of Conway Springs, Kansas",earthquake,0101000020AD100000068195438B6858C00B24287E8CA14240,Kansas
2014-12-02 12:04:29.4-05,35.671,-97.3788,3.4,usb000t22s,2015-02-20 01:25:25.788-05,"9km ENE of Edmond, Oklahoma",earthquake,0101000020AD10000063EE5A423E5858C0D9CEF753E3D54140,Oklahoma
2014-12-02 09:29:26-05,11.5683,-85.9736,4.4,usc000t7cd,2015-01-11 02:20:48.798-05,"11km NW of Belen, Nicaragua",earthquake,0101000020AD100000AED85F764F7E55C034A2B437F8222740,
2014-12-02 05:01:56.2-05,16.9289,-100.172,4.1,usc000tdpg,2015-01-12 06:16:08.25-05,"16km SW of Coyuca de Benitez, Mexico",earthquake,0101000020AD1000005FBA490C020B59C02041F163CCED3040,
2014-12-02 04:31:32.3-05,13.633,-93.413,4.3,usb000t20k,2015-01-13 18:01:08.43-05,"161km SW of Puerto Madero, Mexico",earthquake,0101000020AD100000DF4F8D976E5A57C06ABC749318442B40,
2014-12-01 21:20:36.76-05,41.9226667,-125.9213333,3.21,nc72358826,2015-01-13 17:52:32.033-05,"135km WSW of Gold Beach, Oregon",earthquake,0101000020AD100000CE0DF21FF77A5FC0DBCD42F119F64440,
2014-12-01 19:41:13-05,68.7497,-144.8795,3.1,ak11454347,2015-01-01 18:16:33.922-05,"74km NNE of Arctic Village, Alaska",earthquake,0101000020AD100000A01A2FDD241C62C0EB73B515FB2F5140,Alaska
2014-12-01 17:57:28.7-05,36.4955,-99.0834,3.3,usb000t1x1,2015-01-07 12:35:14.123-05,"12km ENE of Mooreland, Oklahoma",earthquake,0101000020AD100000211FF46C56C558C08195438B6C3F4240,Oklahoma
2014-12-01 15:13:45.4-05,47.9475,-114.8878,3.5,mb14472169,2015-01-30 00:25:12.029-05,"50km WSW of Kalispell, Montana",earthquake,0101000020AD100000E25817B7D1B85CC0E17A14AE47F94740,Montana
2014-12-01 12:40:47.4-05,47.9418,-114.896,3.1,mb14001208,2015-01-21 03:21:43.228-05,"50km W of Lakeside, Montana",earthquake,0101000020AD100000D34D621058B95CC0B8AF03E78CF84740,Montana
2014-12-01 07:53:44.23-05,34.9784,-111.7636,3.2,usb000t1i2,2015-01-10 09:03:12.931-05,"12km NNE of West Sedona, Arizona",earthquake,0101000020AD10000070CE88D2DEF05BC0053411363C7D4140,Arizona
2014-12-01 07:44:06.89-05,34.9216,-111.6797,3,usb000t1i1,2015-01-10 08:52:44.196-05,"9km NE of Sedona, Arizona",earthquake,0101000020AD100000D6C56D3480EB5BC02EFF21FDF6754140,Arizona
2014-12-01 05:57:37.03-05,35.0423,-111.7276,4.7,usb000t1hf,2015-02-23 03:47:51.651-05,"6km SSW of Kachina Village, Arizona",earthquake,0101000020AD100000742497FF90EE5BC0764F1E166A854140,Arizona
2014-12-01 04:58:27.8-05,15.0486,-61.3463,4.1,usc000t6yp,2014-12-16 21:07:50.229-05,"20km S of Berekua, Dominica",earthquake,0101000020AD1000006A4DF38E53AC4EC0D42B6519E2182E40,
2014-12-01 03:33:21-05,62.3488,-147.6262,3,ak11453427,2014-12-16 00:14:18.889-05,"88km NE of Sutton-Alpine, Alaska",earthquake,0101000020AD1000002B1895D4097462C0226C787AA52C4F40,Alaska
2014-12-01 00:10:16-05,60.9639,-146.7629,3.8,ak11453391,2015-01-15 17:34:20.439-05,"29km SW of Valdez, Alaska",earthquake,0101000020AD100000CAC342AD695862C0A54E4013617B4E40,
2014-12-01 00:10:16-05,60.9639,-146.7629,3.8,usc000t4qb,2015-01-15 18:44:57.062-05,"29km SW of Valdez, Alaska",earthquake,0101000020AD100000CAC342AD695862C0A54E4013617B4E40,
2014-11-30 22:59:56.1-05,44.9888,-111.8663,3.3,mb14382894,2014-12-02 13:24:10.158-05,"34km S of Virginia City, Montana",earthquake,0101000020AD10000096218E7571F75BC0742497FF907E4640,Montana
2014-11-30 22:46:30.1-05,19.5247,-156.4638,3.5,usb000t1gd,2014-12-18 21:34:33.698-05,"50km WSW of Kailua-Kona, Hawaii",earthquake,0101000020AD10000050FC1873D78E63C011363CBD52863340,
2014-11-30 19:51:13.7-05,18.7994,-64.3376,3.3,pr14334010,2015-01-05 16:16:31.811-05,"51km NE of Road Town, British Virgin Islands",earthquake,0101000020AD1000004BC8073D9B1550C0226C787AA5CC3240,
2014-11-30 15:25:41.6-05,19.0463,-64.8574,3,pr14334008,2014-11-30 18:28:25.729-05,"74km NNW of Road Town, British Virgin Islands",earthquake,0101000020AD100000C9E53FA4DF3650C007CE1951DA0B3340,
2014-11-30 12:18:58.7-05,35.6727,-97.3788,3.3,usb000t1dy,2015-01-17 03:06:31.71-05,"9km ENE of Edmond, Oklahoma",earthquake,0101000020AD10000063EE5A423E5858C075029A081BD64140,Oklahoma
2014-11-30 10:24:44.4-05,36.6028,-97.6068,4,usb000t1de,2015-02-20 02:30:39.3-05,"25km SSE of Medford, Oklahoma",earthquake,0101000020AD1000009FCDAACFD56658C0B003E78C284D4240,Oklahoma
2014-11-30 08:54:36-05,36.6013,-97.7654,3,usb000t2ff,2015-01-10 04:17:19.301-05,"22km S of Medford, Oklahoma",earthquake,0101000020AD100000F0164850FC7058C0DB8AFD65F74C4240,Oklahoma
2014-11-30 08:35:15-05,18.8174,-64.4306,3.3,pr14334006,2015-01-04 07:14:02.735-05,"48km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000166A4DF38E1B50C01AC05B2041D13240,
2014-11-30 06:59:56-05,35.5382,-96.7714,3.6,usb000t1ca,2015-02-20 03:46:56.919-05,"9km NW of Prague, Oklahoma",earthquake,0101000020AD1000009A081B9E5E3158C0865AD3BCE3C44140,Oklahoma
2014-11-30 05:52:24.02-05,32.5035,-97.1328,3.4,usb000t1c3,2015-02-20 03:35:03.137-05,"6km S of Mansfield, Texas",earthquake,0101000020AD1000002A3A92CB7F4858C09CC420B072404040,Texas
2014-11-30 04:48:05.09-05,11.1029,-86.4754,4.3,usb000t1bt,2015-01-07 19:56:40.741-05,"68km WSW of San Juan del Sur, Nicaragua",earthquake,0101000020AD1000002D211FF46C9E55C04D840D4FAF342640,
2014-11-30 04:20:47.8-05,19.0485,-65.0306,3.1,pr14334004,2015-01-08 01:46:42.323-05,"78km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD1000007DD0B359F54150C023DBF97E6A0C3340,
2014-11-29 23:48:37.57-05,40.273,-125.3891667,3.31,nc72358041,2015-01-13 19:08:06.568-05,"101km WSW of Ferndale, California",earthquake,0101000020AD1000004F4C721BE8585FC06DE7FBA9F1224440,
2014-11-29 21:06:48-05,62.5442,-148.058,4.6,ak11452110,2015-01-30 11:19:24.791-05,"93km NNE of Sutton-Alpine, Alaska",earthquake,0101000020AD10000060E5D022DB8162C0D93D7958A8454F40,Alaska
2014-11-29 18:28:08.14-05,15.8156,-92.2003,4.1,usb000t1l7,2015-01-10 17:56:34.082-05,"8km NE of Chicomuselo, Mexico",earthquake,0101000020AD100000E25817B7D10C57C0363CBD5296A12F40,
2014-11-29 14:53:17.11-05,12.9288,-90.4922,3.7,usc000t61n,2015-01-15 11:33:25.025-05,"102km SW of Acajutla, El Salvador",earthquake,0101000020AD100000D6C56D34809F56C0B30C71AC8BDB2940,
2014-11-29 11:30:07.889-05,41.9065,-119.6322,3.35,nn00469953,2015-01-04 04:21:25.773-05,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000FF21FDF675E85DC079E9263108F44440,Nevada
2014-11-29 11:28:52-05,15.286,-91.978,4.2,usb000t1rl,2015-01-04 03:47:37.451-05,"7km N of San Jose Ojetenan, Guatemala",earthquake,0101000020AD1000003BDF4F8D97FE56C0DF4F8D976E922E40,
2014-11-29 04:14:16-05,62.7236,-150.485,4.8,ak11451216,2015-02-20 01:18:13.683-05,"48km NNW of Talkeetna, Alaska",earthquake,0101000020AD100000EC51B81E85CF62C05BB1BFEC9E5C4F40,Alaska
2014-11-28 16:47:07-05,52.3381,-163.077,4.2,usb000t0y5,2015-01-04 16:56:06.029-05,"269km SE of Akutan, Alaska",earthquake,0101000020AD1000005839B4C8766264C088635DDC462B4A40,
2014-11-28 08:55:51.8-05,14.135,-92.656,4,usb000t1mt,2014-12-19 03:12:19.414-05,"64km SW of Ocos, Guatemala",earthquake,0101000020AD100000448B6CE7FB2957C085EB51B81E452C40,
2014-11-28 08:36:36.1-05,36.6286,-97.981,3,usb000t0un,2014-12-18 04:27:21.165-05,"27km NNW of Enid, Oklahoma",earthquake,0101000020AD100000115839B4C87E58C0FF21FDF675504240,Oklahoma
1992-07-01 20:41:17.98-04,34.257,-116.449,3.3,usp0005a2q,2014-11-06 19:50:59.007-05,Southern California,earthquake,0101000020AD100000DBF97E6ABC1C5DC037894160E5204140,California
2014-11-28 04:36:24.67-05,8.7379,-77.4897,5.1,usb000t0tf,2015-01-22 17:02:36.032-05,"34km NW of Acandi, Colombia",earthquake,0101000020AD1000007A36AB3E575F53C0D26F5F07CE792140,
2014-11-28 04:16:58.58-05,29.359,-102.5222,3.4,usb000t0t9,2015-02-23 18:57:24.609-05,"87km S of Sanderson, Texas",earthquake,0101000020AD100000287E8CB96BA159C096438B6CE75B3D40,
2014-11-28 03:35:25.9-05,36.8192,-97.711,3,usb000t0t6,2015-01-03 19:22:56.56-05,"2km NE of Medford, Oklahoma",earthquake,0101000020AD1000002FDD2406816D58C00D71AC8BDB684240,Oklahoma
2014-11-28 00:14:18.9-05,19.0048,-65.2229,3.3,pr14332000,2014-12-19 23:59:20.487-05,"78km N of Culebra, Puerto Rico",earthquake,0101000020AD100000D1915CFE434E50C05305A3923A013340,
2014-11-27 23:17:24.3-05,19.3694,-65.102,3.4,pr14331007,2014-12-19 19:51:48.472-05,"115km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD1000004A0C022B874650C0742497FF905E3340,
2014-11-27 21:59:03.2-05,19.0659,-64.9684,3,pr14331006,2014-11-28 01:01:43.293-05,"80km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD100000925CFE43FA3D50C070CE88D2DE103340,
2014-11-27 21:56:35.2-05,19.117,-64.7362,3.1,pr14331005,2014-11-28 00:59:16.679-05,"78km N of Road Town, British Virgin Islands",earthquake,0101000020AD1000002CD49AE61D2F50C0CBA145B6F31D3340,
2014-11-27 19:43:30.89-05,9.1923,-75.2228,4.4,usb000t0rq,2015-01-01 13:51:25.473-05,"9km SSE of San Juan de Betulia, Colombia",earthquake,0101000020AD1000002063EE5A42CE52C0A60A462575622240,
2014-11-27 18:52:47.6-05,19.0025,-65.1729,3.1,pr14331002,2014-12-04 11:00:08.127-05,"77km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD1000009E5E29CB104B50C0713D0AD7A3003340,
2014-11-27 17:39:22.17-05,18.035,-102.3651,4.3,usb000t0rl,2015-01-13 13:18:41.668-05,"15km W of Las Guacamayas, Mexico",earthquake,0101000020AD10000041F163CC5D9759C0295C8FC2F5083240,
2014-11-27 16:17:36-05,58.5958,-154.0629,3,ak11450442,2015-01-07 15:59:03.406-05,"117km N of Larsen Bay, Alaska",earthquake,0101000020AD100000645DDC46034263C0787AA52C434C4D40,Alaska
2014-11-27 12:45:13-05,59.9493,-152.7901,3,ak11450395,2015-01-08 07:40:02.007-05,"57km WNW of Anchor Point, Alaska",earthquake,0101000020AD1000003A92CB7F481963C0E10B93A982F94D40,Alaska
2014-11-27 12:31:13.45-05,18.2744,-104.3553,4.8,usb000t0le,2015-01-21 03:26:45.685-05,"83km SSW of Armeria, Mexico",earthquake,0101000020AD1000003411363CBD165AC0BC0512143F463240,
2014-11-27 00:54:23.9-05,36.5886,-97.8084,3.1,usb000t0hv,2015-01-02 19:26:49.271-05,"22km NNE of Enid, Oklahoma",earthquake,0101000020AD10000088855AD3BC7358C07A36AB3E574B4240,Oklahoma
2014-11-26 22:26:00.55-05,8.2386,-104.113,5.4,usb000t0dw,2015-01-01 01:27:51.477-05,Northern East Pacific Rise,earthquake,0101000020AD100000AC1C5A643B075AC0B5A679C7297A2040,
