time,latitude,longitude,mag,id,updated,place,type,geom,state
2010-01-24 07:14:52.23-05,35.502,-97.245,3.6,usp000h6j5,2014-11-06 20:40:33.743-05,Oklahoma,earthquake,0101000020AD10000048E17A14AE4F58C0C64B378941C04140,Oklahoma
2010-01-17 13:33:43.71-05,35.553,-97.221,3,usp000h68e,2014-11-06 20:40:29.732-05,Oklahoma,earthquake,0101000020AD100000A01A2FDD244E58C0115839B4C8C64140,Oklahoma
2010-01-15 15:27:02.32-05,35.555,-97.249,3.7,usp000h65r,2014-11-06 20:40:28.275-05,Oklahoma,earthquake,0101000020AD1000000E2DB29DEF4F58C0D7A3703D0AC74140,Oklahoma
2010-01-15 15:18:26.35-05,35.576,-97.25,3.8,usp000h65q,2014-11-06 20:40:28.269-05,Oklahoma,earthquake,0101000020AD10000000000000005058C07D3F355EBAC94140,Oklahoma
2010-01-14 10:05:34.15-05,35.539,-97.238,3.3,usp000h63j,2014-11-06 20:40:27.711-05,Oklahoma,earthquake,0101000020AD100000AC1C5A643B4F58C0A245B6F3FDC44140,Oklahoma
2009-12-20 05:05:21.34-05,35.554,-97.267,3.1,usp000h573,2014-11-06 20:40:17.662-05,Oklahoma,earthquake,0101000020AD1000000D022B87165158C0F4FDD478E9C64140,Oklahoma
2009-12-13 08:38:25.88-05,35.587,-97.285,3.6,usp000h506,2014-11-06 20:40:16.353-05,Oklahoma,earthquake,0101000020AD1000000AD7A3703D5258C04160E5D022CB4140,Oklahoma
2009-12-12 11:34:05.45-05,35.556,-97.316,3.1,usp000h4zg,2014-11-06 20:40:16.036-05,Oklahoma,earthquake,0101000020AD1000004E621058395458C0BA490C022BC74140,Oklahoma
2009-12-07 17:44:25.18-05,35.556,-97.25,3.5,usp000h4ur,2014-11-06 20:40:14.85-05,Oklahoma,earthquake,0101000020AD10000000000000005058C0BA490C022BC74140,Oklahoma
2009-11-29 01:36:58.63-05,35.563,-97.275,3,usp000h4j1,2014-11-06 20:40:09.567-05,Oklahoma,earthquake,0101000020AD1000009A999999995158C0F2D24D6210C84140,Oklahoma
2009-11-17 04:00:17.77-05,34.462,-97.532,3.1,usp000h44d,2014-11-06 20:40:07.152-05,Oklahoma,earthquake,0101000020AD100000365EBA490C6258C04160E5D0223B4140,Oklahoma
2009-11-16 11:12:37.14-05,35.482,-97.228,3,usp000h43n,2014-11-06 20:40:07.029-05,Oklahoma,earthquake,0101000020AD1000003BDF4F8D974E58C004560E2DB2BD4140,Oklahoma
2009-11-14 11:13:01.34-05,35.494,-97.204,3.1,usp000h41m,2014-11-06 20:40:06.53-05,Oklahoma,earthquake,0101000020AD100000931804560E4D58C0AC1C5A643BBF4140,Oklahoma
2009-10-23 03:56:29.73-04,35.804,-97.029,3,usp000h3a1,2014-11-06 20:39:57.922-05,Oklahoma,earthquake,0101000020AD10000060E5D022DB4158C0F4FDD478E9E64140,Oklahoma
2009-08-28 02:09:06-04,35.565,-97.29,3.5,usp000h0y9,2014-11-06 20:39:34.21-05,Oklahoma,earthquake,0101000020AD100000C3F5285C8F5258C0B81E85EB51C84140,Oklahoma
2009-08-27 08:22:14.53-04,34.942,-96.618,3.4,usp000h0x7,2014-11-06 20:39:33.997-05,Oklahoma,earthquake,0101000020AD100000643BDF4F8D2758C07F6ABC7493784140,Oklahoma
2009-07-22 02:25:59.8-04,35.742,-96.944,3.3,usp000gzha,2014-11-06 20:39:20.883-05,Oklahoma,earthquake,0101000020AD10000023DBF97E6A3C58C0E5D022DBF9DE4140,Oklahoma
2009-07-01 17:14:48.24-04,35.547,-97.169,3.4,usp000gyu8,2014-11-06 20:39:15.344-05,Oklahoma,earthquake,0101000020AD100000894160E5D04A58C0BC74931804C64140,Oklahoma
2009-06-26 21:23:13.75-04,36.361,-97.467,3.7,usp000gyn5,2014-11-06 20:39:11.89-05,Oklahoma,earthquake,0101000020AD100000DACEF753E35D58C091ED7C3F352E4240,Oklahoma
2009-06-14 21:31:09.02-04,35.659,-96.85,3.4,usp000gy78,2014-11-06 20:39:09.728-05,Oklahoma,earthquake,0101000020AD10000066666666663658C03108AC1C5AD44140,Oklahoma
2009-03-08 13:06:39.94-04,35.446,-97.456,3.4,usp000gurq,2014-11-06 20:38:33.322-05,"Oklahoma City urban area, Oklahoma",earthquake,0101000020AD10000077BE9F1A2F5D58C00C022B8716B94140,Oklahoma
2009-02-25 04:14:15.33-05,34.735,-96.036,3.3,usp000gucq,2014-11-06 20:38:27.074-05,Oklahoma,earthquake,0101000020AD100000FCA9F1D24D0258C0AE47E17A145E4140,Oklahoma
2009-02-22 09:43:06.75-05,36.369,-98.087,3.2,usp000gu9h,2014-11-06 20:38:26.159-05,Oklahoma,earthquake,0101000020AD10000021B07268918558C0AC1C5A643B2F4240,Oklahoma
2009-02-03 10:23:10.01-05,34.589,-96.34,3.1,usp000gtdu,2014-11-06 20:38:19.769-05,Oklahoma,earthquake,0101000020AD100000F6285C8FC21558C008AC1C5A644B4140,Oklahoma
2009-01-28 11:19:09.47-05,35.163,-97.871,3.4,usp000gt6w,2014-11-06 20:38:15.923-05,Oklahoma,earthquake,0101000020AD1000003AB4C876BE7758C0BF9F1A2FDD944140,Oklahoma
2008-10-30 16:25:00.67-04,35.443,-97.118,3.1,usp000gmer,2014-11-06 20:37:34.462-05,Oklahoma,earthquake,0101000020AD100000643BDF4F8D4758C063105839B4B84140,Oklahoma
2008-06-09 22:59:47.12-04,35.346,-96.767,3.1,usp000g929,2014-11-06 20:36:17.758-05,Oklahoma,earthquake,0101000020AD1000000D022B87163158C03F355EBA49AC4140,Oklahoma
2007-05-27 21:03:22.11-04,35.149,-95.976,3.2,usp000fcw2,2014-11-06 20:32:32.699-05,Oklahoma,earthquake,0101000020AD1000005839B4C876FE57C0508D976E12934140,Oklahoma
2006-10-06 22:13:16.78-04,34.122,-97.625,3.5,usp000eumb,2014-11-06 20:30:30.85-05,Oklahoma,earthquake,0101000020AD10000000000000006858C0560E2DB29D0F4140,Oklahoma
2006-04-05 18:46:23.14-04,34.069,-97.314,3,usp000edrz,2014-11-06 20:28:43.602-05,Oklahoma,earthquake,0101000020AD1000006ABC7493185458C046B6F3FDD4084140,Oklahoma
2006-03-15 08:30:25.86-05,35.091,-96.3,3,usp000ec6y,2014-11-06 20:28:31.846-05,Oklahoma,earthquake,0101000020AD10000033333333331358C0CFF753E3A58B4140,Oklahoma
2005-04-22 05:17:04.09-04,34.179,-95.192,3,usp000dnz8,2014-11-06 20:25:39.531-05,Oklahoma,earthquake,0101000020AD10000040355EBA49CC57C0F4FDD478E9164140,Oklahoma
2004-11-22 23:42:13.45-05,34.864,-97.672,3,usp000d8zx,2014-11-06 20:24:04.311-05,Oklahoma,earthquake,0101000020AD1000005FBA490C026B58C03CDF4F8D976E4140,Oklahoma
2004-06-08 00:15:09.99-04,34.233,-97.254,3.5,usp000cxd7,2014-11-06 20:22:34.963-05,Oklahoma,earthquake,0101000020AD100000C64B3789415058C0E8FBA9F1D21D4140,Oklahoma
2002-10-20 02:18:13-04,34.274,-96.079,3.4,usp000bewb,2014-11-06 20:16:47.165-05,Oklahoma,earthquake,0101000020AD100000931804560E0558C0508D976E12234140,Oklahoma
2002-05-31 09:57:10.02-04,34.025,-97.619,3.3,usp000b59p,2014-11-06 20:15:41.515-05,Oklahoma,earthquake,0101000020AD100000560E2DB29D6758C03333333333034140,Oklahoma
2002-02-08 16:07:13.6-05,34.727,-98.361,3.8,usp000ay1d,2014-11-06 20:14:53.474-05,Oklahoma,earthquake,0101000020AD100000C976BE9F1A9758C0931804560E5D4140,Oklahoma
1999-10-25 23:19:58.37-04,36.846,-99.659,3,usp0009gm3,2014-11-06 20:08:46.327-05,Oklahoma,earthquake,0101000020AD1000001804560E2DEA58C03F355EBA496C4240,Oklahoma
1998-10-30 17:41:22.2-05,36.8,-97.6,3.5,usp0008xac,2014-11-06 20:06:18.659-05,Oklahoma,earthquake,0101000020AD10000066666666666658C06666666666664240,Oklahoma
1998-07-07 18:44:44.46-04,34.719,-97.589,3.2,usp0008r4d,2014-11-06 20:05:33.765-05,Oklahoma,earthquake,0101000020AD10000004560E2DB26558C079E92631085C4140,Oklahoma
1998-04-28 14:13:01.68-04,34.782,-98.416,3.9,usp0008m38,2014-11-06 20:05:05.044-05,Oklahoma,earthquake,0101000020AD100000B4C876BE9F9A58C06ABC749318644140,Oklahoma
1997-09-06 23:38:00.91-04,34.66,-96.435,4.5,usp000877r,2014-11-06 20:03:27.667-05,Oklahoma,earthquake,0101000020AD100000A4703D0AD71B58C014AE47E17A544140,Oklahoma
1995-09-15 00:31:33.26-04,36.87,-98.69,4.1,usp00073d2,2014-11-06 19:58:44.109-05,Oklahoma,earthquake,0101000020AD1000005C8FC2F528AC58C08FC2F5285C6F4240,Oklahoma
1995-06-01 04:49:29.32-04,34.287,-96.732,3,usp0006ye5,2014-11-06 19:58:03.672-05,Oklahoma,earthquake,0101000020AD100000032B8716D92E58C0DBF97E6ABC244140,Oklahoma
1995-04-05 05:31:16.23-04,35.2,-99.028,3,usp0006v6r,2014-11-06 19:57:39.674-05,Oklahoma,earthquake,0101000020AD1000006E1283C0CAC158C09A99999999994140,Oklahoma
1995-01-18 15:51:39.42-05,34.774,-97.596,4.2,usp0006rjc,2014-11-06 19:57:09.443-05,Oklahoma,earthquake,0101000020AD100000A01A2FDD246658C0508D976E12634140,Oklahoma
1994-04-29 03:28:58.68-04,36.25,-98.09,3,usp0006bt3,2014-11-06 19:55:21.774-05,Oklahoma,earthquake,0101000020AD100000F6285C8FC28558C00000000000204240,Oklahoma
1993-01-14 17:06:10.45-05,36.595,-98.275,3.1,usp0005ks7,2014-11-06 19:52:14.002-05,Oklahoma,earthquake,0101000020AD1000009A999999999158C05C8FC2F5284C4240,Oklahoma
1992-12-17 07:18:04.27-05,34.744,-97.581,3.6,usp0005jdm,2014-11-06 19:52:02.994-05,Oklahoma,earthquake,0101000020AD10000077BE9F1A2F6558C0AC1C5A643B5F4140,Oklahoma
1991-01-24 05:00:26.9-05,36.378,-97.3,3,usp0004m37,2014-11-06 19:47:52.323-05,Oklahoma,earthquake,0101000020AD10000033333333335358C0AAF1D24D62304240,Oklahoma
1990-11-15 11:44:41.4-05,34.76,-97.59,3.9,usp0004gz5,2014-11-06 19:47:26.962-05,Oklahoma,earthquake,0101000020AD100000F6285C8FC26558C0E17A14AE47614140,Oklahoma
1994-04-29 03:28:58.68-04,36.25,-98.09,3,usp0006bt3,2014-11-06 19:55:21.774-05,Oklahoma,earthquake,0101000020AD100000F6285C8FC28558C00000000000204240,Oklahoma
1993-01-14 17:06:10.45-05,36.595,-98.275,3.1,usp0005ks7,2014-11-06 19:52:14.002-05,Oklahoma,earthquake,0101000020AD1000009A999999999158C05C8FC2F5284C4240,Oklahoma
1992-12-17 07:18:04.27-05,34.744,-97.581,3.6,usp0005jdm,2014-11-06 19:52:02.994-05,Oklahoma,earthquake,0101000020AD10000077BE9F1A2F6558C0AC1C5A643B5F4140,Oklahoma
1991-01-24 05:00:26.9-05,36.378,-97.3,3,usp0004m37,2014-11-06 19:47:52.323-05,Oklahoma,earthquake,0101000020AD10000033333333335358C0AAF1D24D62304240,Oklahoma
1990-11-15 11:44:41.4-05,34.76,-97.59,3.9,usp0004gz5,2014-11-06 19:47:26.962-05,Oklahoma,earthquake,0101000020AD100000F6285C8FC26558C0E17A14AE47614140,Oklahoma
1989-07-20 06:07:50.42-04,36.434,-98.876,3.1,usp0003xgb,2014-11-06 19:44:33.75-05,Oklahoma,earthquake,0101000020AD100000F2D24D6210B858C0643BDF4F8D374240,Oklahoma
1987-12-08 01:42:40.3-05,36.055,-98.024,3.7,usp0003b2c,2014-11-06 19:41:21.878-05,Oklahoma,earthquake,0101000020AD100000A8C64B37898158C0D7A3703D0A074240,Oklahoma
1987-01-24 16:08:17-05,35.828,-98.097,3.1,usp00031wk,2014-11-06 19:39:40.654-05,Oklahoma,earthquake,0101000020AD10000092ED7C3F358658C0448B6CE7FBE94140,Oklahoma
1984-02-03 04:38:27.11-05,34.657,-97.394,3.2,usp00021rg,2014-11-06 19:34:27.804-05,Oklahoma,earthquake,0101000020AD100000EFA7C64B375958C06ABC749318544140,Oklahoma
1982-05-03 07:54:50-04,34.07,-96.38,3,usp0001m33,2014-11-06 19:31:15.75-05,Oklahoma,earthquake,0101000020AD100000B81E85EB511858C0295C8FC2F5084140,Oklahoma
1981-07-11 21:09:22.54-04,34.884,-97.677,3.5,usp0001emz,2014-11-06 19:29:46.469-05,Oklahoma,earthquake,0101000020AD10000017D9CEF7536B58C0FED478E926714140,Oklahoma
1980-11-02 10:00:49.3-05,35.472,-97.777,3,usp0001amx,2014-11-06 18:24:27.049-05,Oklahoma,earthquake,0101000020AD1000007D3F355EBA7158C023DBF97E6ABC4140,Oklahoma
1979-09-13 00:49:19.8-04,35.219,-99.518,3.4,usp00012xa,2014-11-06 18:22:05.405-05,Oklahoma,earthquake,0101000020AD100000FDD478E926E158C079E92631089C4140,Oklahoma
1979-06-07 07:39:35.6-04,35.187,-99.812,3,usp0001150,2014-11-06 18:22:02.344-05,Oklahoma,earthquake,0101000020AD1000008816D9CEF7F358C00E2DB29DEF974140,Oklahoma
1976-04-19 04:42:42.2-05,36.134,-99.841,3.5,usp0000fya,2014-11-06 18:21:34.862-05,Oklahoma,earthquake,0101000020AD100000E8FBA9F1D2F558C0FED478E926114240,Oklahoma
1976-04-16 18:59:44.2-05,36.107,-99.875,3.4,usp0000fwz,2014-11-06 18:21:34.833-05,Oklahoma,earthquake,0101000020AD1000000000000000F858C004560E2DB20D4240,Oklahoma
1975-11-29 14:29:40.9-05,34.521,-97.347,3.5,usp0000dsb,2014-11-06 18:21:32.839-05,Oklahoma,earthquake,0101000020AD10000092ED7C3F355658C0A69BC420B0424140,Oklahoma
1975-10-12 02:58:11.2-04,34.816,-97.406,3.2,usp0000d4a,2014-11-06 18:21:32.248-05,Oklahoma,earthquake,0101000020AD100000448B6CE7FB5958C09CC420B072684140,Oklahoma
1975-09-13 01:25:02.8-04,34.139,-97.369,3.4,usp0000csk,2014-11-06 18:21:31.918-05,Oklahoma,earthquake,0101000020AD100000560E2DB29D5758C06F1283C0CA114140,Oklahoma
1974-02-15 13:33:49.2-04,36.5,-100.693,4.5,usp00005ac,2014-11-06 18:21:22.859-05,Oklahoma,earthquake,0101000020AD1000003108AC1C5A2C59C00000000000404240,Oklahoma
2014-12-01 07:53:44.23-05,34.9784,-111.7636,3.2,usb000t1i2,2015-01-10 09:03:12.931-05,"12km NNE of West Sedona, Arizona",earthquake,0101000020AD10000070CE88D2DEF05BC0053411363C7D4140,Arizona
2014-12-01 07:44:06.89-05,34.9216,-111.6797,3,usb000t1i1,2015-01-10 08:52:44.196-05,"9km NE of Sedona, Arizona",earthquake,0101000020AD100000D6C56D3480EB5BC02EFF21FDF6754140,Arizona
2014-12-01 05:57:37.03-05,35.0423,-111.7276,4.7,usb000t1hf,2015-02-23 03:47:51.651-05,"6km SSW of Kachina Village, Arizona",earthquake,0101000020AD100000742497FF90EE5BC0764F1E166A854140,Arizona
2014-11-25 09:19:18.24-05,34.956,-111.7683,3.5,usb000szts,2015-01-09 02:56:51.472-05,"9km N of Sedona, Arizona",earthquake,0101000020AD1000001361C3D32BF15BC0ED7C3F355E7A4140,Arizona
2014-09-26 01:41:48.88-04,32.6504,-109.0903,3.1,usb000sg4b,2014-12-16 16:57:35.231-05,"48km SSE of Clifton, Arizona",earthquake,0101000020AD1000000BB5A679C7455BC0C1A8A44E40534040,Arizona
2014-09-20 20:02:12.14-04,33.6451,-111.0084,3.2,usb000sejk,2014-10-14 21:24:57-04,"30km NNW of Miami, Arizona",earthquake,0101000020AD100000545227A089C05BC0265305A392D24040,Arizona
2014-09-15 11:55:06.57-04,32.4488,-109.1603,3.5,usb000sdc2,2014-10-24 06:35:32.881-04,"43km WNW of Lordsburg, New Mexico",earthquake,0101000020AD1000002063EE5A424A5BC0EF38454772394040,Arizona
2014-08-19 15:16:37.12-04,32.6109,-109.1392,3.2,usb000s48s,2015-01-30 12:46:03.763-05,"49km NW of Lordsburg, New Mexico",earthquake,0101000020AD1000009BE61DA7E8485BC02E90A0F8314E4040,Arizona
2014-08-16 04:13:36.06-04,32.5877,-109.1422,3,usb000s3a2,2014-11-14 23:07:10-05,"48km WNW of Lordsburg, New Mexico",earthquake,0101000020AD100000705F07CE19495BC0FAEDEBC0394B4040,Arizona
2014-08-10 04:38:43.46-04,32.5286,-109.1309,3,usb000s1ne,2015-01-30 18:05:22.836-05,"44km WNW of Lordsburg, New Mexico",earthquake,0101000020AD100000F8C264AA60485BC03255302AA9434040,Arizona
2014-07-17 09:12:27.53-04,32.5896,-109.0772,3,usb000rtn9,2014-10-17 17:12:06-04,"43km NW of Lordsburg, New Mexico",earthquake,0101000020AD10000014D044D8F0445BC05DDC4603784B4040,Arizona
2014-07-12 07:12:53.3-04,32.6007,-109.1209,3,usb000rsb9,2015-01-30 17:45:27.392-05,"47km NW of Lordsburg, New Mexico",earthquake,0101000020AD10000088855AD3BC475BC0865AD3BCE34C4040,Arizona
2014-07-12 02:48:58.68-04,32.5252,-109.105,3.6,usb000rsah,2015-01-29 18:34:03.843-05,"42km WNW of Lordsburg, New Mexico",earthquake,0101000020AD1000001F85EB51B8465BC0FAEDEBC039434040,Arizona
2014-07-11 17:33:21.72-04,32.6534,-109.1272,3.6,usb000rs34,2015-01-30 07:57:48.421-05,"46km SSE of Clifton, Arizona",earthquake,0101000020AD1000004703780B24485BC06B9A779CA2534040,Arizona
2014-07-11 12:41:22.25-04,32.5757,-109.1414,3.5,usb000rs08,2015-01-30 17:31:51.499-05,"47km WNW of Lordsburg, New Mexico",earthquake,0101000020AD100000E2E995B20C495BC05227A089B0494040,Arizona
2014-07-11 06:15:55.63-04,32.6294,-109.1125,3.3,usb000rryq,2015-01-30 18:58:43.409-05,"48km NW of Lordsburg, New Mexico",earthquake,0101000020AD1000003333333333475BC01B0DE02D90504040,Arizona
2014-07-10 21:59:30.43-04,32.5322,-109.1061,3.6,usb000rrqt,2015-01-30 22:36:23.094-05,"42km WNW of Lordsburg, New Mexico",earthquake,0101000020AD100000C286A757CA465BC032772D211F444040,Arizona
2014-07-09 08:15:20.88-04,32.5521,-109.083,3.6,usb000rr77,2015-01-30 00:46:45.31-05,"41km WNW of Lordsburg, New Mexico",earthquake,0101000020AD1000005A643BDF4F455BC0910F7A36AB464040,Arizona
2014-07-06 04:24:56.8-04,32.5701,-109.1536,3.5,usc000rqwx,2015-01-30 07:18:56.686-05,"48km WNW of Lordsburg, New Mexico",earthquake,0101000020AD100000992A1895D4495BC08CB96B09F9484040,Arizona
2014-07-05 19:30:07.27-04,32.6052,-109.1217,3.2,usc000rqv2,2014-10-04 15:59:56-04,"48km NW of Lordsburg, New Mexico",earthquake,0101000020AD10000016FBCBEEC9475BC005C58F31774D4040,Arizona
2014-07-03 22:56:31.33-04,32.5781,-109.0871,3.9,usc000rqda,2015-01-29 17:43:42.666-05,"43km NW of Lordsburg, New Mexico",earthquake,0101000020AD100000D3DEE00B93455BC0A7E8482EFF494040,Arizona
2014-06-30 16:54:01.63-04,32.5047,-109.1331,3.5,usc000rnux,2015-01-30 00:24:53.021-05,"43km WNW of Lordsburg, New Mexico",earthquake,0101000020AD1000003FC6DCB584485BC0462575029A404040,Arizona
2014-06-29 15:40:10.19-04,32.5921,-109.1133,3.3,usc000rnk4,2015-01-29 23:02:06.814-05,"46km NW of Lordsburg, New Mexico",earthquake,0101000020AD100000C1A8A44E40475BC016FBCBEEC94B4040,Arizona
2014-06-29 14:33:59.2-04,32.5412,-109.1561,3.6,usc000rnjv,2015-01-28 19:48:58.287-05,"47km WNW of Lordsburg, New Mexico",earthquake,0101000020AD100000F5B9DA8AFD495BC0304CA60A46454040,Arizona
2014-06-29 08:25:19.09-04,32.6082,-109.1528,3.4,usc000rngz,2015-01-28 23:12:38.872-05,"50km SSE of Clifton, Arizona",earthquake,0101000020AD1000000BB5A679C7495BC0AEB6627FD94D4040,Arizona
2014-06-29 06:10:05.72-04,32.5649,-109.1001,4,usb000rvqp,2015-01-29 12:42:11.523-05,"43km WNW of Lordsburg, New Mexico",earthquake,0101000020AD1000001895D40968465BC055C1A8A44E484040,Arizona
2014-06-29 05:08:43.68-04,32.5514,-109.0587,3.5,usc000rnfg,2015-01-29 19:01:19.399-05,"39km NW of Lordsburg, New Mexico",earthquake,0101000020AD1000009D11A5BDC1435BC0D881734694464040,Arizona
2014-06-29 04:59:35.39-04,32.5822,-109.1682,5.3,usc000rnfe,2015-01-27 23:02:51.768-05,"50km WNW of Lordsburg, New Mexico",earthquake,0101000020AD100000FBCBEEC9C34A5BC098DD9387854A4040,Arizona
2014-06-17 03:47:24.24-04,35.1126,-112.0863,3,usc000rgil,2015-01-30 10:59:31.956-05,"17km SSE of Williams, Arizona",earthquake,0101000020AD10000044696FF085055CC0CAC342AD698E4140,Arizona
2014-01-10 16:08:33.3-05,36.5727,-113.8703,3.3,usc000m06d,2014-05-23 16:56:36-04,"31km SE of Mesquite, Nevada",earthquake,0101000020AD1000005D6DC5FEB2775CC0A835CD3B4E494240,Arizona
2013-07-07 08:38:59.7-04,36.457,-112.555,3.5,usb000i86c,2014-11-06 20:51:14.059-05,"54km S of Fredonia, Arizona",earthquake,0101000020AD100000EC51B81E85235CC0D122DBF97E3A4240,Arizona
2013-02-16 21:57:45.28-05,33.42,-109.237,3.3,usc000f8q2,2014-11-06 20:50:08.506-05,"40km NNE of Morenci, Arizona",earthquake,0101000020AD100000BB490C022B4F5BC0F6285C8FC2B54040,Arizona
2013-01-07 15:36:43-05,36.838,-111.856,3.1,usp000jy14,2015-01-30 13:03:20.413-05,Arizona,earthquake,0101000020AD100000115839B4C8F65BC025068195436B4240,Arizona
2012-10-29 07:50:54.49-04,33.404,-109.253,3.5,usp000juq9,2014-11-06 20:49:11.326-05,Arizona,earthquake,0101000020AD100000D478E92631505BC0C1CAA145B6B34040,Arizona
2012-10-08 22:41:07.56-04,33.394,-109.217,3.6,usp000jtrj,2014-11-06 20:49:03.968-05,Arizona,earthquake,0101000020AD100000DACEF753E34D5BC0DF4F8D976EB24040,Arizona
2012-08-25 06:22:45.79-04,36.937,-111.934,3,usp000jqpx,2014-11-06 20:48:36.985-05,Arizona,earthquake,0101000020AD100000B29DEFA7C6FB5BC00E2DB29DEF774240,Arizona
2012-01-08 19:11:12.21-05,34.826,-110.942,3.2,usp000jd7z,2014-11-06 20:46:44.996-05,Arizona,earthquake,0101000020AD10000040355EBA49BC5BC07D3F355EBA694140,Arizona
2011-12-14 18:34:47-05,36.666,-113.794,3.4,usp000jc6m,2014-11-06 20:46:34-05,Arizona,earthquake,0101000020AD100000894160E5D0725CC06891ED7C3F554240,Arizona
2011-12-13 23:36:22.43-05,36.768,-113.03,3.1,usp000jc5r,2015-01-30 18:07:52.313-05,Arizona,earthquake,0101000020AD10000052B81E85EB415CC0FCA9F1D24D624240,Arizona
2011-10-25 18:20:24.6-04,34.871,-112.518,3.5,usp000j9wf,2014-11-06 20:46:11.156-05,Arizona,earthquake,0101000020AD100000FDD478E926215CC0736891ED7C6F4140,Arizona
2011-07-08 03:44:03.04-04,36.288,-112.181,3.1,usp000j4ca,2014-11-06 20:45:18.417-05,Arizona,earthquake,0101000020AD100000DD240681950B5CC0BF9F1A2FDD244240,Arizona
2011-06-23 03:14:01-04,36.96,-112.09,3.4,usp000j3kj,2015-01-30 12:38:08.651-05,Arizona,earthquake,0101000020AD100000F6285C8FC2055CC07B14AE47E17A4240,Arizona
2010-11-24 14:58:21-05,36.82,-111.79,3,usp000hq1w,2014-11-06 20:42:57.543-05,Arizona,earthquake,0101000020AD100000C3F5285C8FF25BC0295C8FC2F5684240,Arizona
2010-11-06 20:39:05-04,37,-112.87,3,usp000hp7f,2015-01-30 00:21:45.872-05,Arizona,earthquake,0101000020AD10000048E17A14AE375CC00000000000804240,Utah
2010-06-25 10:30:34.12-04,33.61,-111.196,3.1,usp000hegw,2014-11-06 20:41:44.168-05,Arizona,earthquake,0101000020AD100000068195438BCC5BC0AE47E17A14CE4040,Arizona
2010-05-25 08:22:58.01-04,33.268,-109.198,3,usp000hd57,2014-11-06 20:41:32.753-05,Arizona,earthquake,0101000020AD100000E9263108AC4C5BC0FCA9F1D24DA24040,Arizona
2010-05-24 23:53:42.8-04,33.273,-109.252,3.6,usp000hd4y,2014-11-06 20:41:32.681-05,Arizona,earthquake,0101000020AD100000E4A59BC420505BC06DE7FBA9F1A24040,Arizona
2010-05-24 07:27:07.76-04,33.298,-109.231,3.6,usp000hd45,2014-11-06 20:41:32.341-05,Arizona,earthquake,0101000020AD100000115839B4C84E5BC0A01A2FDD24A64040,Arizona
2009-10-09 22:13:54.17-04,35.963,-114.545,3.5,usp000h2p6,2015-01-28 11:37:44.635-05,Arizona,earthquake,0101000020AD1000007B14AE47E1A25CC02506819543FB4140,Arizona
2009-09-04 11:47:54-04,36.647,-112.956,3,usp000h17r,2014-11-06 20:39:40.295-05,Arizona,earthquake,0101000020AD10000077BE9F1A2F3D5CC0894160E5D0524240,Arizona
2009-09-04 06:01:01-04,36.98,-112.4,3,usp000h176,2015-01-30 15:50:52.955-05,Arizona,earthquake,0101000020AD1000009A99999999195CC03D0AD7A3707D4240,Arizona
2009-05-09 06:07:31.97-04,34.213,-112.141,3.1,usp000gwyh,2014-11-06 20:38:56.016-05,Arizona,earthquake,0101000020AD1000001B2FDD2406095CC025068195431B4140,Arizona
1997-03-31 07:34:48.91-05,35.534,-111.993,3.7,usp0007zrr,2014-11-06 20:02:24.527-05,Arizona,earthquake,0101000020AD100000643BDF4F8DFF5BC03108AC1C5AC44140,Arizona
2008-06-04 23:32:35.62-04,36.386,-112.599,3.5,usp000g8jy,2014-11-06 20:36:14.647-05,Arizona,earthquake,0101000020AD1000007493180456265CC0C420B07268314240,Arizona
2008-03-27 01:07:13.78-04,36.465,-113.581,3.7,usp000g2eu,2014-11-06 20:35:19.68-05,Arizona,earthquake,0101000020AD10000077BE9F1A2F655CC0EC51B81E853B4240,Arizona
2007-12-05 00:22:41.66-05,36.429,-113.182,3.4,usp000ftv4,2014-11-06 20:34:21.326-05,Arizona,earthquake,0101000020AD100000CFF753E3A54B5CC0F4FDD478E9364240,Arizona
2007-07-04 18:30:29.64-04,36.029,-111.209,3.2,usp000ffg3,2014-11-06 20:32:54.345-05,Arizona,earthquake,0101000020AD1000004C37894160CD5BC0C1CAA145B6034240,Arizona
2005-11-20 08:45:36.39-05,36.185,-113.854,3.2,usp000e4hz,2014-11-06 20:27:41.411-05,Arizona,earthquake,0101000020AD1000002DB29DEFA7765CC048E17A14AE174240,Arizona
2005-07-01 17:41:06.48-04,34.583,-111.092,3.4,usp000duaq,2014-11-06 20:26:21.802-05,Arizona,earthquake,0101000020AD100000DACEF753E3C55BC0B4C876BE9F4A4140,Arizona
2005-07-01 06:34:24.51-04,34.678,-110.997,3.2,usp000du9t,2014-11-06 20:26:21.324-05,Arizona,earthquake,0101000020AD1000002C8716D9CEBF5BC0115839B4C8564140,Arizona
1993-05-17 09:50:57.94-04,35.622,-112.197,3,usp0005sxy,2014-11-06 19:53:01.25-05,Arizona,earthquake,0101000020AD100000F853E3A59B0C5CC0560E2DB29DCF4140,Arizona
2005-03-15 00:21:07-05,36.922,-112.628,3.5,usp000dj7x,2015-01-28 23:09:16.023-05,Arizona,earthquake,0101000020AD100000D478E92631285CC0BC74931804764240,Arizona
2005-03-02 11:12:57.42-05,34.715,-110.97,5.1,usp000dhc3,2014-11-06 20:25:09.71-05,Arizona,earthquake,0101000020AD100000AE47E17A14BE5BC0EC51B81E855B4140,Arizona
